parameter,combine_value,combine_error,rabbit_value,rabbit_error,dvalue_over_sigma,error_ratio
jes_BBEC1_2024,-0.8220784656883838,0.5585822930003307,0.7728918378160856,0.7198397795362883,2.855390017713156,1.2886906523115693
xsec_tt2c,0.9365022377620065,0.41612578934582567,1.0816804572125818,0.3032929545725271,0.34888061054520086,0.7288492141987198
CMS_flavTag_Stat_flavC_B0_2024,0.8521258147868218,0.5214907835944002,0.7034116711751114,0.4025023907607973,-0.28517118286672505,0.7718303053920346
CMS_flavTag_Stat_flavL_C3_2024,0.4986185226209017,0.7474555282439869,0.29180456382632586,0.7308680782100725,-0.2766906537977561,0.9778081111087858
CMS_flavTag_Stat_flavC_C2_2024,0.27229644434041117,0.36131659002950794,0.17666698705353032,0.24388971032056944,-0.2646694337480352,0.6750028010079789
xsec_ttbb,0.8485079641370832,0.12924989898214037,0.8822278623345465,0.12310967968653899,0.260889164811825,0.9524934306026047
xsec_ttcc,0.8872949124475719,0.1849131332335272,0.9240082475645124,0.17783001076645824,0.19854368629715,0.9616948653499713
xsec_ttcj,0.7679560712757774,0.3532367180317124,0.8317589693886698,0.3462098892861097,0.1806236295830503,0.9801073093851702
CMS_flavTag_Stat_flavC_C0_2024,-0.19379800879933504,0.6444089646751556,-0.08025924727390457,0.6029880254214464,0.17619053698712117,0.9357225899633637
norm_wjets,1.1586187776339396,0.9294192602736917,1.0331958227987044,0.8428354361791943,-0.13494766054051988,0.9068409405793888
CMS_flavTag_LHE_muF_zjets,0.12079628288383536,1.2020291648692976,0.2817324580707906,1.0174556989042973,0.13388708018948492,0.8464484295727801
jes_Absolute,-0.02511895709454419,1.0519403855652565,-0.16433115138843943,0.9455883994349393,-0.13233848248833044,0.8988992270002361
jes_FlavorQCD,0.11063459825304466,1.0344092173727963,-0.022458449380422872,1.1650946190927387,-0.12866575954485274,1.1263382030294147
xsec_ttLF,0.920033235784176,0.07989815057980612,0.9295728915451865,0.07335553674575365,0.11939770434963824,0.9181130753769151
CMS_flavTag_Stat_flavC_C1_2024,-0.4237200431780862,0.4134556290334125,-0.4717718781342935,0.35873834637285645,-0.11622005260526781,0.8676586341599084
CMS_pileup_2024,0.6773971483879259,0.9343493572231862,0.7810383428648289,0.9524442605961035,0.11092338607147609,1.0193663143587897
jes_RelativeSample_2024,-0.20295691955152123,0.9006510981172241,-0.1043984797275465,0.9631663325139953,0.1094302111328208,1.069411156581563
PS_fsr_Q2QG_muR_ttLF_2024,0.13932511253173094,0.9513622546941194,0.04312732618270947,0.9435760140897118,-0.10111583245432712,0.991815693164208
minorBkg_PS_FSR_wjets_2024,-0.7351709376541008,0.981604490221344,-0.6359718426018728,0.9896530444104927,0.10105811051237083,1.0081993860758867
xsec_tt2b,1.0943750842975157,0.1996395128048553,1.1137317353504932,0.19705579148254035,0.0969580158808457,0.987058066381676
CMS_flavTag_Stat_flavL_C4_2024,0.9433608794844497,0.5573945087416653,0.9965962341208392,0.6173240960872813,0.0955074974752979,1.1075173623093433
CMS_flavTag_JES_BBEC1,-0.01089503101160521,1.2345441908356913,-0.12175256899006164,1.7423158052607914,-0.0897963303390658,1.4113029069306768
jer,0.07708351170554589,0.38562533510822056,0.042881549026033486,0.269042009196284,-0.08869220864317456,0.6976772133521284
PS_fsr_G2GG_muR_ttbj_2024,0.1670088349150844,0.989560611497285,0.2465544809758202,0.9843886831112176,0.0803848143676382,0.994773510257
PS_fsr_G2GG_muR_tt2c_2024,-0.09892049217884105,0.9896225982443745,-0.1759092757683909,0.9837918431099987,-0.07779610502643199,0.9941081022758375
CMS_flavTag_xsec_zjets_c,-0.08736861099074646,0.9173590757207722,-0.019831349046366888,0.9475162071861082,0.07362140271116334,1.0328738574277923
PS_fsr_X2XG_muR_ttbb_2024,-0.11680888182362459,0.9917337294461805,-0.17634585593517768,0.9952620720980884,-0.06003322499155157,1.0035577519924408
CMS_flavTag_Stat_flavL_B0_2024,0.7600373115700906,0.5037419431666718,0.7312721525451167,0.49826789602384713,-0.05710296594352963,0.9891332313755469
xsec_ttbj,1.526045752225385,0.32255965078230164,1.5438771810999588,0.3061657912247418,0.05528102734277938,0.9491757275970508
PS_fsr_X2XG_muR_ttbj_2024,-0.21129856354643234,0.9549294511703066,-0.15962297984808627,0.956751405585097,0.054114556457563905,1.001907946615907
PS_fsr_G2QQ_cNS_tt2c_2024,0.10395676250732094,0.991947817188385,0.1575166634350064,0.9710183244526535,0.05399467592912064,0.9789006111278566
CMS_flavTag_JES_BBEC1_2024,-0.18132456687784726,0.0,-0.23421348774635253,1.110715813218515,-0.052888920868505274,nan
norm_singletop,-0.7220675349617801,0.822315963046637,-0.6804786627574763,0.8082208874246717,0.05057529474463719,0.9828592946563461
topHdampWeight_ttLF_2024,-0.13541605957811556,0.9068096354021153,-0.18026957768787427,0.8738520059099059,-0.04946299240619437,0.9636554043919099
jes_RelativeBal,-0.038018576060848075,0.5865257039674604,-0.009078259701504027,0.517977951205886,0.049341940453047246,0.8831291581973407
CMS_flavTag_Stat_flavL_C2_2024,0.34052229078934443,0.37451414753709683,0.32231991954398,0.36942106102602495,-0.04860262653645532,0.9864008167793784
CMS_flavTag_Stat_flavC_B2_2024,-0.005736593977698797,0.9861029930796609,-0.051476497557664064,1.026219952746776,-0.046384509428489526,1.0406823221799857
CMS_flavTag_PU_2024,-0.17245098336020215,0.9978183280324362,-0.2174352586514857,0.996652929220258,-0.04508263080313076,0.9988320531108341
CMS_flavTag_xsec_ttbar,-0.03865922578425317,1.1331395948147955,-0.0895118328494449,1.447272276232314,-0.044877619048783894,1.2772232855113155
norm_ttbb-dps,0.0639662104687484,1.017928454830086,0.10624796037000728,1.0061266499255288,0.041537054692430825,0.988406056586239
CMS_flavTag_Stat_flavC_B1_2024,0.579044513481187,0.775944599448341,0.5468228547079874,0.7380112643437116,-0.04152572077453421,0.9511133460667189
CMS_flavTag_PS_FSR_zjets,0.011585676073311634,0.9441945447722088,-0.026150987034416186,0.9187450990218551,-0.03996704208541255,0.9730463961148034
CMS_flavTag_JES_RelativeSample_2024,-0.0027235493011080678,1.1227991777374557,0.041187743038158545,2.0319833023360183,0.03910876780988737,1.8097477648947453
CMS_flavTag_Stat_flavL_B1_2024,0.38941963418668013,0.9045864989203469,0.35405461508218716,0.9179088914318783,-0.03909523207200445,1.0147276048530816
bFragWeight_2024,0.04591344636470187,0.6312973153004026,0.02129241583961503,0.656820492311948,-0.0390006894190116,1.040429725254574
LHE_muF_ttLF_2024,0.01505786853803692,0.9724122531252317,0.05202063521468373,0.9685410422019808,0.038011415999595156,0.9960189611856398
PS_fsr_G2QQ_muR_tt2c_2024,0.06943391479903127,0.9943238750772274,0.033572863164543984,0.978252011601903,-0.036065765424472006,0.9838363898542856
topHdampWeight_ttcj_2024,0.014309684760429174,0.9944000403223544,0.049690701985845784,0.9881537747867831,0.03558026527628373,0.9937185586461296
CMS_flavTag_Stat_flavB_C0_2024,0.09301201039931371,1.0132491312782723,0.12876067092783894,1.0109593540999497,0.03528121507829592,0.997740163689621
LHE_muR_ttLF_2024,-0.06724999453732251,0.9439248251086019,-0.036384421754669466,0.931867568414924,0.032699185318176005,0.987226465102991
PS_fsr_G2QQ_cNS_ttLF_2024,0.14812646497594054,0.9924103610542057,0.17935335819166423,0.99249703391105,0.031465706567747206,1.0000873357032996
minorBkg_PS_FSR_singletop_2024,-0.45933236817009,0.9105051204427826,-0.43083959325507537,0.8961816689571106,0.03129337142130344,0.9842686755251783
CMS_flavTag_PS_FSR_ttbar,-0.19756801791818893,1.071133774689469,-0.23039294056718468,1.0359549858204684,-0.030645026255952005,0.967157427297819
PS_fsr_Q2QG_muR_ttbj_2024,-0.13179189757160426,0.9915897606190518,-0.10332225065087015,0.9867132439092653,0.028711114264593086,0.9950821227654246
PS_isr_G2GG_muR_ttbj_2024,-0.08863513588633522,0.9950941485451898,-0.1168808915442235,0.9952865282512953,-0.028385008292112945,1.0001933281452682
PS_isr_G2GG_muR_ttLF_2024,0.03386828714552314,0.9660628415786363,0.0610607625276575,0.9563242434421871,0.02814772933166473,0.9899192912538325
PS_fsr_Q2QG_muR_ttbb_2024,-0.003917709149605745,0.9975481752864575,-0.03115804042836472,0.9970385666968297,-0.027307283952413223,0.9994891388684246
topHdampWeight_tt2c_2024,-0.004021420404589358,0.98668601942204,0.02184299392567498,0.966019754543377,0.026213419285513587,0.9790548720952097
LHE_muR_wjets_2024,-0.18337540591080292,0.9944370377829884,-0.15825280857028728,0.9913909319672383,0.025263135207156305,0.9969368540188918
PS_isr_Q2QG_muR_ttLF_2024,-0.05945189078680742,0.9856519320590916,-0.03480259056030123,0.9831630849382136,0.025008118408505708,0.9974749229013545
jes_Absolute_2024,0.03471388570382703,0.5988846687082838,0.019956909349439615,0.559600321706398,-0.024640764950981782,0.9344041531625494
LHE_muR_tt2c_2024,-0.028131960489462725,0.9945224836700378,-0.05207582255118537,0.9899205269360396,-0.024075737305971987,0.9953726971390171
CMS_flavTag_Stat_flavB_B4_2024,-0.01757365342671224,1.2393855860472445,0.010633290732116177,1.1650831975200837,0.022758812492558057,0.940049013508272
LHE_muF_tt2c_2024,-0.06543573068892698,0.9963278356198715,-0.08782038280604734,0.9925710822543318,-0.022467155204183985,0.9962294003728176
CMS_flavTag_JES_RelativeBal,0.05296166432285895,0.9342503772614615,0.03230331988590326,0.6912595603784232,-0.022112214177007716,0.7399082485839507
PS_fsr_X2XG_muR_ttLF_2024,0.11189449336074353,0.9218179967411894,0.09198142495189088,0.9172012502143609,-0.021601952315152582,0.9949916940837025
CMS_flavTag_Stat_flavL_B2_2024,-0.06443559580143446,0.9923429436975227,-0.04301454124283797,0.9805409339205913,0.021586342397700232,0.9881069242726143
PS_fsr_X2XG_muR_ttcj_2024,-0.00851825391777615,0.9974096590158303,-0.029947639830801877,0.9942709543913216,-0.02148503949136672,0.9968531439452815
PS_fsr_G2QQ_muR_ttbj_2024,0.07790357893680416,0.9915433249525699,0.05727121263385881,0.993159314192413,-0.020808335635694283,1.001629771689422
PS_fsr_G2QQ_cNS_ttbj_2024,0.09762314548418335,0.9955251865876712,0.11809843634553577,0.9953047678967409,0.020567325806728095,0.9997785905430622
CMS_flavTag_EleScale,-0.016503580363171934,1.0260782967143751,-0.037541618227041995,1.1124453714563132,-0.020503345535361546,1.0841720120369915
PS_fsr_X2XG_muR_tt2c_2024,-0.0058967486412344425,0.9946978128400031,-0.025764354803903718,0.9937560828640992,-0.01997350944800456,0.9990532501793533
CMS_flavTag_HDamp_ttbar,-0.12676362347810075,0.9843709606672771,-0.14543525748699085,0.9842928273838578,-0.01896808698646812,0.9999206261800263
PS_fsr_Q2QG_muR_ttcc_2024,0.020843317527898284,0.9939696839712971,0.0023729256425671285,1.0003334150980439,-0.018582449931002647,1.0064023392557822
PS_fsr_X2XG_muR_ttcc_2024,-0.02573750539400152,0.9983640077026051,-0.04425426034123636,0.9986910404968381,-0.018547097856467052,1.0003275686940933
CMS_flavTag_MuTrigger,0.021850356875128672,1.0158877550707688,0.04006723897094953,1.090303818927546,0.017931983139763144,1.0732522500496064
PS_isr_G2QQ_cNS_ttLF_2024,-0.019249165198310776,0.9993905421013544,-0.03677928495132847,0.9982845488886898,-0.017540810138305128,0.9988933323199767
jes_BBEC1,0.01794138813639755,0.7353384526817589,0.005058855319630748,0.47453800493688764,-0.017519188300006018,0.6453327759567866
PS_fsr_G2QQ_cNS_ttcc_2024,0.15881740999432084,0.9919485680274114,0.17597804206083761,0.9892567982452692,0.01729992120523184,0.9972863817047541
CMS_flavTag_xsec_zjets_b,0.08538850672112841,0.9737213539755858,0.10149202114698079,0.9785427695411977,0.01653811366065219,1.0049515352065832
PS_isr_G2GG_cNS_ttLF_2024,0.03613840402334362,0.9871377441989838,0.019840060281198852,0.9877470081125387,-0.01651070870091196,1.0006172025303817
CMS_flavTag_xsec_singlet_tW,0.012458333187669186,0.9970810607626917,-0.003941665954190012,0.9928718720116333,-0.016448009883283148,0.9957784889145938
CMS_flavTag_xsec_wjets_c,-0.018375714391383472,0.9578052408741445,-0.00312213455260883,0.9450938851850623,0.01592555478695586,0.9867286634624371
LHE_muR_ttcj_2024,-0.06038965453299583,0.9988758324461202,-0.07617027572945097,0.9974296825076182,-0.015798381224031016,0.9985522225170264
CMS_flavTag_LHE_muR_ttbar,0.09806217584066142,0.9877454755848892,0.11346608399944429,0.986620633722875,0.015595017683742374,0.9988612027189007
CMS_flavTag_LHE_PDF_wjets,-0.016601264057878186,0.9993541631026632,-0.03180488647281603,0.9988761860897601,-0.015213447820876271,0.9995217140924103
CMS_elEff,-0.008992201142340325,0.9987977260808802,0.005937658694630432,0.9992840920201056,0.014947831224599497,1.0004869513881793
CMS_flavTag_Stat_flavL_B4_2024,-0.028369048711998825,0.9945050596331988,-0.014118120096041133,1.004799554468246,0.014329669294205333,1.0103513750235158
CMS_lumi_13p6TeV_2024,0.020553096163126176,0.9992662855515274,0.034755807021875376,0.9989122835325861,0.014213139244370948,0.9996457380539503
PS_fsr_G2GG_cNS_tt2c_2024,0.050395468213059215,0.9986678081484709,0.06425058457447032,0.9978974481217822,0.013873598656492668,0.9992286123369521
